location,soiltype,dampingdepth,soilwater_fc_global,soilwater_sat_global,drainage_rate,deltatheta,DZF,depth_1,depth_2,depth_3,depth_4,depth_5,depth_6,soilwater_fc_1,soilwater_fc_2,soilwater_fc_3,soilwater_fc_4,soilwater_fc_5,soilwater_fc_6,soilwater_red_1,soilwater_red_2,soilwater_red_3,soilwater_red_4,soilwater_red_5,soilwater_red_6,soilwater_wp_1,soilwater_wp_2,soilwater_wp_3,soilwater_wp_4,soilwater_wp_5,soilwater_wp_6,soilwater_sat_1,soilwater_sat_2,soilwater_sat_3,soilwater_sat_4,soilwater_sat_5,soilwater_sat_6,soilwater_init_1,soilwater_init_2,soilwater_init_3,soilwater_init_4,soilwater_init_5,soilwater_init_6,bulkdensity_1,bulkdensity_2,bulkdensity_3,bulkdensity_4,bulkdensity_5,bulkdensity_6,clay_1,clay_2,clay_3,clay_4,clay_5,clay_6,carbon_1,carbon_2,carbon_3,carbon_4,carbon_5,carbon_6,ammonium_1,ammonium_2,ammonium_3,ammonium_4,ammonium_5,ammonium_6,nitrate_1,nitrate_2,nitrate_3,nitrate_4,nitrate_5,nitrate_6,sand_1,sand_2,sand_3,sand_4,sand_5,sand_6,soilwater_res_1,soilwater_res_2,soilwater_res_3,soilwater_res_4,soilwater_res_5,soilwater_res_6,macroporevolume_1,macroporevolume_2,macroporevolume_3,macroporevolume_4,macroporevolume_5,macroporevolume_6,SoilLayerDepth_1,SoilLayerDepth_2,SoilLayerDepth_3,SoilLayerDepth_4,SoilLayerDepth_5,SoilLayerDepth_6,CaCO3_1,CaCO3_2,CaCO3_3,CaCO3_4,CaCO3_5,CaCO3_6,PH_1,PH_2,PH_3,PH_4,PH_5,PH_6,BSA_1,BSA_2,BSA_3,BSA_4,BSA_5,BSA_6,LowerBoundaryConcentration,RootMaxUptakeRate,InitialDissolvedPConcentration_1,InitialDissolvedPConcentration_2,InitialDissolvedPConcentration_3,InitialDissolvedPConcentration_4,InitialDissolvedPConcentration_5,InitialDissolvedPConcentration_6,InitialAdsorbedPConcentration_1,InitialAdsorbedPConcentration_2,InitialAdsorbedPConcentration_3,InitialAdsorbedPConcentration_4,InitialAdsorbedPConcentration_5,InitialAdsorbedPConcentration_6,InitialFixedPConcentration_1,InitialFixedPConcentration_2,InitialFixedPConcentration_3,InitialFixedPConcentration_4,InitialFixedPConcentration_5,InitialFixedPConcentration_6,slimalfa_1,slimalfa_2,slimalfa_3,slimalfa_4,slimalfa_5,slimalfa_6
51684,AP5,6,0.31172315,0.426079367,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.360152779,0.318286501,0.343790921,0.323908109,0.30041148,0.300110471,0.26942142,0.25003828,0.263915683,0.241170307,0.212867005,0.212589177,0.17869006,0.181790058,0.184040446,0.158432505,0.12532253,0.125067882,0.517710795,0.399739236,0.468323207,0.443540028,0.413741538,0.413944699,0.360152779,0.318286501,0.343790921,0.323908109,0.30041148,0.300110471,1.1749,1.555,1.3427,1.4194,1.5077,1.507,22.6592,22.9865,24.8953,21.7394,16.5409,16.5165,1.5347,1.4005,1.0989,0.6289,0.2319,0.2333,5,4,3,2,1,0,5,4,3,2,1,0,5.9856,6.3599,4.157,2.7895,3.3979,3.5739,0.158111869,0.164460757,0.16490338,0.139711663,0.107483826,0.107253121,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51685,AP5,6,0.311661528,0.426117213,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.3600621,0.318296137,0.343634618,0.323844649,0.30040498,0.300040271,0.269388525,0.249984875,0.263750104,0.24110182,0.213002436,0.212663934,0.178714951,0.181673613,0.183865591,0.158358991,0.125599893,0.125287598,0.517546703,0.399978848,0.468211733,0.443559254,0.413744523,0.414006432,0.3600621,0.318296137,0.343634618,0.323844649,0.30040498,0.300040271,1.1754,1.5542,1.343,1.4193,1.5078,1.5069,22.6573,22.9737,24.8689,21.7265,16.5895,16.5599,1.5371,1.4013,1.0983,0.6299,0.2342,0.2359,5,4,3,2,1,0,5,4,3,2,1,0,6.007,6.3758,4.182,2.8205,3.5053,3.7192,0.158144741,0.164338356,0.164732953,0.139641172,0.107764173,0.107480926,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51686,AP5,6,0.311527687,0.426761037,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.359052173,0.318337805,0.342241716,0.323421233,0.300874803,0.300087565,0.268860921,0.249466366,0.262277456,0.240684954,0.214436808,0.213713094,0.178669669,0.180594927,0.182313195,0.157948674,0.127998812,0.127338623,0.515856079,0.401889437,0.467163001,0.443705641,0.414488573,0.415038278,0.359052173,0.318337805,0.342241716,0.323421233,0.300874803,0.300087565,1.1806,1.5478,1.3458,1.4185,1.5062,1.5043,22.6203,22.8469,24.6257,21.6369,17.0092,16.9448,1.5511,1.4051,1.0961,0.6434,0.2607,0.2644,5,4,3,2,1,0,5,4,3,2,1,0,6.1372,6.4689,4.3786,3.0631,4.1686,4.6339,0.158175899,0.163205464,0.163220301,0.139254398,0.11015887,0.109559779,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51687,AP5,6,0.325902402,0.455121385,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.365747798,0.32167258,0.318145334,0.337634321,0.322876598,0.322876598,0.28449845,0.248470516,0.248769378,0.26229446,0.241728708,0.241728708,0.203249103,0.175268453,0.179393423,0.186954598,0.160580818,0.160580818,0.517993641,0.445825704,0.415729216,0.454558178,0.457862143,0.457862143,0.365747798,0.32167258,0.318145334,0.337634321,0.322876598,0.322876598,1.1606,1.4009,1.509,1.3902,1.3716,1.3716,22.7772,22.1801,23.9793,25.8382,21.8818,21.8818,3.0698,1.8343,1.0796,0.9657,0.8565,0.8565,5,4,3,2,1,0,5,4,3,2,1,0,15.2187,15.0217,9.9882,7.2202,9.4709,9.4709,0.183443295,0.157617466,0.162117777,0.168499873,0.142151345,0.142151345,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51688,AP5,6,0.303907635,0.436531377,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.349450316,0.320101849,0.321997814,0.313893517,0.297665019,0.292372098,0.266122899,0.244130798,0.239605227,0.22878959,0.216477364,0.211694924,0.182795483,0.168159748,0.15721264,0.143685662,0.135289709,0.13101775,0.496463082,0.436015868,0.461950789,0.457102578,0.421945446,0.425818964,0.349450316,0.320101849,0.321997814,0.313893517,0.297665019,0.292372098,1.2373,1.433,1.3549,1.3693,1.4842,1.4703,22.2098,21.1759,20.973,19.4281,18.4679,18.0007,2.0482,1.6067,1.002,0.7517,0.4278,0.455,5,4,3,2,1,0,5,4,3,2,1,0,8.9672,9.1417,9.7844,8.9808,10.8973,14.272,0.163243379,0.150186708,0.138751578,0.125440646,0.117911393,0.113994434,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51689,AP5,6,0.324584551,0.454755147,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.364138691,0.320882135,0.318183593,0.336235446,0.321303845,0.321303845,0.283073823,0.247813915,0.248438921,0.260232606,0.240099274,0.240099274,0.202008954,0.174745695,0.178694249,0.184229765,0.158894703,0.158894703,0.515839836,0.444039608,0.417351576,0.455915929,0.457280683,0.457280683,0.364138691,0.320882135,0.318183593,0.336235446,0.321303845,0.321303845,1.1678,1.4068,1.5038,1.3852,1.3734,1.3734,22.7342,22.145,23.9276,25.4636,21.7156,21.7156,3.0191,1.8104,1.0696,0.9456,0.8235,0.8235,5,4,3,2,1,0,5,4,3,2,1,0,15.1156,14.9166,10.1324,7.8252,9.9798,9.9798,0.182270536,0.157128889,0.161383645,0.165755984,0.140530463,0.140530463,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51690,AP5,6,0.318978415,0.454936197,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.357044876,0.31886061,0.323490134,0.332357827,0.313315868,0.313315868,0.275899507,0.245355578,0.250685626,0.251207997,0.231823557,0.231823557,0.194754139,0.171850546,0.177881117,0.170058168,0.150331245,0.150331245,0.506571904,0.43796085,0.43433693,0.471557502,0.454187805,0.454187805,0.357044876,0.31886061,0.323490134,0.332357827,0.313315868,0.313315868,1.1994,1.4271,1.4497,1.3312,1.3838,1.3838,22.4226,21.8373,24.0478,23.4576,21.0195,21.0195,2.7199,1.6861,1.0676,0.8592,0.606,0.606,5,4,3,2,1,0,5,4,3,2,1,0,13.3798,13.1901,9.832,10.6337,12.4512,12.4512,0.175208188,0.154218866,0.160123407,0.151289285,0.132312533,0.132312533,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51691,AP5,6,0.387797376,0.50142001,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.34593698,0.323790566,0.32781816,0.340330079,0.417394841,0.417394841,0.25747519,0.243193344,0.247926667,0.268069606,0.340630427,0.340630427,0.1690134,0.162596122,0.168035175,0.195809134,0.263866012,0.263866012,0.497334718,0.439717132,0.443117284,0.43733203,0.530056352,0.530056352,0.34593698,0.323790566,0.32781816,0.340330079,0.417394841,0.417394841,1.2309,1.4167,1.4093,1.4385,1.1665,1.1665,20.3409,19.7989,20.9423,25.5949,36.2683,36.2683,1.9201,1.7355,1.6126,1.5365,1.8909,1.8909,5,4,3,2,1,0,5,4,3,2,1,0,3.5721,3.7392,3.1251,1.6158,1.8451,1.8451,0.14915935,0.144028461,0.14937437,0.177505284,0.243275644,0.243275644,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51692,AP5,6,0.372272821,0.488492864,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.344257284,0.32064739,0.324648789,0.334857036,0.395453286,0.395453286,0.256958069,0.241509426,0.244978869,0.260791726,0.319177992,0.319177992,0.169658854,0.162371462,0.165308949,0.186726417,0.242902697,0.242902697,0.495281055,0.435461607,0.441114034,0.435095535,0.511633375,0.511633375,0.344257284,0.32064739,0.324648789,0.334857036,0.395453286,0.395453286,1.2383,1.4315,1.4168,1.4449,1.2194,1.2194,20.511,19.9336,20.8126,24.4216,33.2103,33.2103,1.8944,1.6685,1.4848,1.3712,1.6539,1.6539,5,4,3,2,1,0,5,4,3,2,1,0,5.2721,5.62,4.4056,2.2535,3.1278,3.1278,0.149962641,0.144050401,0.14679972,0.168357892,0.222863777,0.222863777,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51693,AP5,6,0.355559274,0.47471551,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.34198213,0.316494914,0.320939644,0.328812394,0.372054573,0.372054573,0.255911564,0.239008095,0.241572894,0.252705144,0.295499007,0.295499007,0.169840999,0.161521276,0.162206143,0.176597894,0.218943441,0.218943441,0.493262032,0.430500004,0.438901174,0.432807248,0.492048562,0.492048562,0.34198213,0.316494914,0.320939644,0.328812394,0.372054573,0.372054573,1.2454,1.4485,1.425,1.4513,1.2759,1.2759,20.6206,20.0077,20.6556,23.1306,29.8807,29.8807,1.8687,1.5915,1.3489,1.1948,1.3991,1.3991,5,4,3,2,1,0,5,4,3,2,1,0,7.4078,7.9906,5.9539,2.9773,4.6691,4.6691,0.150337622,0.143508162,0.143880864,0.158199737,0.199417489,0.199417489,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51694,AP5,6,0.290059328,0.430596102,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.332298421,0.298849144,0.312132027,0.309907343,0.279008547,0.279008547,0.246905816,0.223413686,0.232129129,0.224578988,0.199877796,0.199877796,0.161513212,0.147978228,0.15212623,0.139250634,0.120747045,0.120747045,0.49746286,0.429008148,0.443289598,0.433769333,0.423255771,0.423255771,0.332298421,0.298849144,0.312132027,0.309907343,0.279008547,0.279008547,1.23,1.4538,1.4139,1.4435,1.475,1.475,19.5775,19.0117,20.2386,18.5329,16.5806,16.5806,1.768,1.2829,0.9504,0.6374,0.473,0.473,5,4,3,2,1,0,5,4,3,2,1,0,16.2944,17.8542,10.8331,4.6252,20.2069,20.2069,0.142528017,0.130956003,0.134204732,0.121054356,0.104548607,0.104548607,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51695,AP5,6,0.287061244,0.429397427,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.334440029,0.302047719,0.313817295,0.309802759,0.2734961,0.2734961,0.248887326,0.22597241,0.23328042,0.224064788,0.194934036,0.194934036,0.163334623,0.149897102,0.152743545,0.138326817,0.116371972,0.116371972,0.498438456,0.433487208,0.445788848,0.434273383,0.420185477,0.420185477,0.334440029,0.302047719,0.313817295,0.309802759,0.2734961,0.2734961,1.2276,1.4398,1.4061,1.4417,1.4839,1.4839,19.8516,19.2759,20.3414,18.4206,15.9976,15.9976,1.7639,1.2995,0.9473,0.6248,0.4392,0.4392,5,4,3,2,1,0,5,4,3,2,1,0,15.5101,16.9486,10.2439,4.4433,22.0474,22.0474,0.144242969,0.13270113,0.134716051,0.120123096,0.100508434,0.100508434,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51696,AP5,6,0.299602104,0.410864943,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.329716562,0.304788634,0.298621786,0.30049729,0.296500778,0.296500778,0.252864049,0.239112693,0.229043624,0.22810084,0.22435436,0.22435436,0.176011535,0.173436751,0.159465462,0.15570439,0.152207943,0.152207943,0.46691607,0.394465815,0.402565143,0.410079037,0.410474061,0.410474061,0.329716562,0.304788634,0.298621786,0.30049729,0.296500778,0.296500778,1.3363,1.5733,1.5543,1.5307,1.5288,1.5288,22.6337,22.5879,22.252,21.9429,21.6094,21.6094,1.6213,1.1519,0.4265,0.336,0.304,0.304,5,4,3,2,1,0,5,4,3,2,1,0,14.7725,14.7515,15.9711,14.3092,16.4209,16.4209,0.157762388,0.156966213,0.14282814,0.138748077,0.13545849,0.13545849,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51697,AP5,6,0.317707478,0.420257051,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.325050064,0.312719571,0.319036136,0.323836042,0.31676277,0.31676277,0.237639963,0.229748962,0.241200756,0.247772066,0.240529606,0.240529606,0.150229861,0.146778353,0.163365376,0.17170809,0.164296442,0.164296442,0.468763252,0.4280258,0.423744586,0.425189761,0.414035191,0.414035191,0.325050064,0.312719571,0.319036136,0.323836042,0.31676277,0.31676277,1.3218,1.4568,1.4861,1.4871,1.5195,1.5195,18.4407,18.3609,22.4617,24.23,22.6802,22.6802,1.5344,1.151,0.5184,0.3682,0.3644,0.3644,5,4,3,2,1,0,5,4,3,2,1,0,4.3344,4.1844,4.1273,3.4833,3.972,3.972,0.131328205,0.128494793,0.145128643,0.153451378,0.146220333,0.146220333,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51698,AP5,6,0.314480023,0.418040585,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.319983669,0.30977493,0.316748343,0.321797691,0.313305759,0.313305759,0.230008967,0.223509325,0.235774142,0.24297047,0.234525652,0.234525652,0.140034266,0.13724372,0.154799942,0.164143249,0.155745544,0.155745544,0.467450073,0.429684451,0.425067782,0.426569733,0.410055207,0.410055207,0.319983669,0.30977493,0.316748343,0.321797691,0.313305759,0.313305759,1.3231,1.4486,1.479,1.4804,1.5295,1.5295,17.0014,16.947,21.1209,23.0644,21.1722,21.1722,1.4635,1.1032,0.4863,0.3221,0.3022,0.3022,5,4,3,2,1,0,5,4,3,2,1,0,3.4489,3.2823,3.0519,2.5076,2.8214,2.8214,0.121300311,0.118978334,0.136409591,0.145704097,0.137544667,0.137544667,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51699,AP5,6,0.310853079,0.415279151,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.315186116,0.306761462,0.31403904,0.319133514,0.309385187,0.309385187,0.222993245,0.217661453,0.230172868,0.237739024,0.228201839,0.228201839,0.130800373,0.128561443,0.146306696,0.156344535,0.14701849,0.14701849,0.46587962,0.430466139,0.425798485,0.427487238,0.405553822,0.405553822,0.315186116,0.306761462,0.31403904,0.319133514,0.309385187,0.309385187,1.3255,1.4435,1.4739,1.4751,1.5411,1.5411,15.6968,15.6661,19.827,21.8798,19.6031,19.6031,1.3989,1.0558,0.4483,0.2719,0.234,0.234,5,4,3,2,1,0,5,4,3,2,1,0,2.8279,2.6463,2.2812,1.8104,2.0048,2.0048,0.112308695,0.110416966,0.12786807,0.137819353,0.12878322,0.12878322,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51700,AP5,6,0.307685972,0.412616601,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.311731833,0.304544815,0.311945495,0.316698856,0.305816098,0.305816098,0.217966953,0.213518246,0.225976851,0.2335078,0.223186588,0.223186588,0.124202073,0.122491678,0.140008208,0.150316744,0.140557078,0.140557078,0.464606693,0.430417531,0.426366925,0.427947944,0.401404656,0.401404656,0.311731833,0.304544815,0.311945495,0.316698856,0.305816098,0.305816098,1.3278,1.4419,1.4701,1.4718,1.5522,1.5522,14.7766,14.7694,18.893,20.9584,18.326,18.326,1.3444,1.017,0.415,0.2276,0.1723,0.1723,5,4,3,2,1,0,5,4,3,2,1,0,2.4296,2.2406,1.8011,1.3816,1.502,1.502,0.105932744,0.104484824,0.121587315,0.131793346,0.12238826,0.12238826,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51701,AP5,6,0.306341399,0.411610426,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.310407769,0.303640652,0.310993063,0.315709763,0.304287174,0.304287174,0.216119081,0.21189003,0.224292987,0.231938023,0.221357669,0.221357669,0.121830392,0.120139407,0.137592912,0.148166282,0.138428165,0.138428165,0.464040399,0.43060906,0.426200898,0.428116394,0.399870416,0.399870416,0.310407769,0.303640652,0.310993063,0.315709763,0.304287174,0.304287174,1.3289,1.4406,1.4699,1.4706,1.5563,1.5563,14.4284,14.4251,18.5315,20.6235,17.8477,17.8477,1.3316,1.0035,0.4001,0.2106,0.1499,0.1499,5,4,3,2,1,0,5,4,3,2,1,0,2.3449,2.1495,1.6708,1.2627,1.3686,1.3686,0.103656396,0.102202656,0.119198166,0.129661903,0.120318946,0.120318946,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51702,AP5,6,0.308354905,0.413501781,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.311962316,0.304733511,0.312250051,0.317168189,0.306679406,0.306679406,0.218087621,0.213588852,0.226159565,0.2338177,0.223780609,0.223780609,0.124212927,0.122444192,0.140069079,0.150467212,0.140881812,0.140881812,0.465082083,0.430969469,0.426854334,0.428400101,0.402500441,0.402500441,0.311962316,0.304733511,0.312250051,0.317168189,0.306679406,0.306679406,1.3262,1.44,1.4683,1.4702,1.5487,1.5487,14.7735,14.758,18.8734,20.9731,18.436,18.436,1.347,1.023,0.4302,0.2426,0.1882,0.1882,5,4,3,2,1,0,5,4,3,2,1,0,2.3295,2.144,1.6719,1.2585,1.3498,1.3498,0.105930575,0.104428238,0.121628676,0.131911198,0.12265762,0.12265762,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51703,AP5,6,0.321355002,0.462513981,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.355273389,0.322860454,0.345129199,0.344703767,0.311264602,0.311264602,0.271895058,0.246213504,0.267917201,0.253959268,0.228850329,0.228850329,0.188516728,0.169566553,0.190705204,0.163214769,0.146436057,0.146436057,0.503620107,0.44201409,0.468322911,0.508513669,0.454535244,0.454535244,0.355273389,0.322860454,0.345129199,0.344703767,0.311264602,0.311264602,1.2111,1.4143,1.3434,1.2088,1.3852,1.3852,22.1614,21.439,25.7596,22.0776,21.0728,21.0728,2.4166,1.6036,1.2233,0.8812,0.3656,0.3656,5,4,3,2,1,0,5,4,3,2,1,0,8.9677,8.8325,6.6909,11.3773,12.5848,12.5848,0.168768075,0.151451636,0.171837815,0.143323283,0.128464042,0.128464042,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51704,AP5,6,0.321193436,0.46121621,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.35638449,0.322340623,0.340745462,0.341298917,0.312208786,0.312208786,0.273077891,0.246214169,0.264642333,0.252574421,0.229589823,0.229589823,0.189771292,0.170087716,0.188539205,0.163849925,0.146970861,0.146970861,0.505645422,0.441241219,0.460677797,0.500180435,0.454959991,0.454959991,0.35638449,0.322340623,0.340745462,0.341298917,0.312208786,0.312208786,1.2041,1.4167,1.3678,1.2363,1.3832,1.3832,22.1808,21.5015,25.5527,22.2787,21.0054,21.0054,2.4819,1.625,1.1757,0.8651,0.4153,0.4153,5,4,3,2,1,0,5,4,3,2,1,0,9.5878,9.4405,7.0357,10.8818,12.1051,12.1051,0.16999858,0.152044734,0.169918395,0.144216109,0.128940238,0.128940238,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
51705,AP5,6,0.321273532,0.459851896,50,0.01,0.1,0.1,0.3,0.5,0.7,1,2,0.357918306,0.32144456,0.334482354,0.337684945,0.313871432,0.313871432,0.274976018,0.246160533,0.260108457,0.25196211,0.231172125,0.231172125,0.19203373,0.170876506,0.185734561,0.166239275,0.148472819,0.148472819,0.508286851,0.440607708,0.449351684,0.488613573,0.456277318,0.456277318,0.357918306,0.32144456,0.334482354,0.337684945,0.313871432,0.313871432,1.1948,1.4186,1.4038,1.2748,1.3781,1.3781,22.242,21.6131,25.2392,22.7576,20.9982,20.9982,2.5938,1.6589,1.121,0.8559,0.5005,0.5005,5,4,3,2,1,0,5,4,3,2,1,0,10.8398,10.6669,7.7586,10.3898,11.6969,11.6969,0.172257261,0.152958418,0.167480768,0.146935679,0.130359478,0.130359478,0.0425,0.0425,0.0425,0.0225,0.0225,0,0.1,0.3,0.5,0.7,1,2,0,0,0,0,0,0,5.29,5.11,4.63,4.73,4.9,5.14,89,89,89,89,89,89,0,1e-05,32,32,32,20,2,2,202,202,202,129,14,14,807,807,807,516,57,57,0.95,0.95,0.95,0.95,0.95,0.95
