CURRENTDAY	Irradiation	Tmin	Tmax	VapourPressure	WindSpeed	Precipitation
19.07.2000	16.622215270996094	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.067590713500977	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.76766014099121	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	18.42458152770996	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.896846771240234	10.7888	29.71763	14.241203	1.3547506	0.0
19.07.2000	17.973217010498047	10.7888	29.71763	14.241203	1.3547506	0.0
20.07.2000	15.174081802368164	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.13679313659668	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	13.320398330688477	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.023012161254883	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	15.072661399841309	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.880950927734375	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	12.381444931030273	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	10.886874198913574	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	12.047134399414062	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.033137321472168	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	15.03604793548584	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	13.160642623901367	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	9.64813232421875	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	10.824204444885254	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	13.2174654006958	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.864391326904297	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.967076301574707	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	13.155189514160156	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	12.288152694702148	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.068950653076172	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.535673141479492	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.831185340881348	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	15.103348731994629	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	14.916876792907715	19.36128	26.56493	21.853315	1.8758086	0.0
20.07.2000	15.13637924194336	19.36128	26.56493	21.853315	1.8758086	0.0
21.07.2000	12.186286926269531	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.29847526550293	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	10.455806732177734	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.261940002441406	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	12.162631034851074	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.783506393432617	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	9.90860652923584	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	8.638895988464355	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	9.497886657714844	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.29454231262207	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.524465560913086	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	10.021501541137695	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	7.515140533447266	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	8.643033981323242	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	10.485694885253906	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.457194328308105	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	10.824444770812988	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	9.913765907287598	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	9.898714065551758	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.280805587768555	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.808472633361816	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.402508735656738	15.89376	27.72092	18.80263	2.60529	0.0
21.07.2000	11.510065078735352	15.89376	27.72092	18.80263	2.60529	0.0
